ERP,Feature1,Feature2,Feature3,CPU
135.2810469193533,235.08803386333477,44.462272430863344,-36.53263425867658,20.492368695970175
108.00314416734446,36.57191392679481,46.409312336361104,-21.70934660190906,34.169811486473215
119.57475968211479,52.23905476237091,66.49489393830669,-30.590820225642847,67.62424822774629
144.81786398402915,196.19588951640372,59.82895596083897,-33.40089101998425,87.9234763031327
137.35115980299935,75.17561933194887,59.60197289146388,-26.66808458984043,54.36780538280952
80.45444240247178,183.4663652418843,25.745659335337486,-32.30359893694277,28.269965094553662
119.00176835051178,97.07996237024517,49.635108134015965,-36.67129235701377,3.023525800598259
96.97285583404604,57.357750827685884,38.92953636191467,-36.733587528987776,71.03368289742133
97.93562296412884,199.85155036758923,54.19886898564857,-26.531134236549338,0.7884103508440377
108.21197003876745,186.67925398479196,48.527744155355634,-30.797867190731335,37.267906982099554
102.88087142321756,201.86149632582575,63.65268362138888,-30.668507798342198,53.05372145627818
129.0854701392595,177.10583702785493,54.75827322786953,-24.611280970118685,92.21114617671931
115.22075450293987,69.57579319504063,61.79491943163464,-35.634129043783716,8.94945450329001
102.43350032985657,203.66694284410534,43.00371354896085,-33.65338876432413,40.59423219682837
108.87726465490852,94.67308599448535,35.83330616122625,-31.924399045906377,2.4313199710157773
106.67348654748534,149.2036755246943,43.849254601961775,-29.52824205341463,34.26109843415903
129.88158146315212,180.08593575516076,49.744693792078394,-30.210857256452893,62.22310588397949
95.89683472468398,87.68129979086977,55.68727603332623,-31.43443596194954,27.906794822859837
106.26135403301802,138.80756066136027,83.88963426036278,-30.308132010478236,20.97499496556351
82.9180852139655,131.7950388069914,49.36614272509036,-30.53652638145587,11.570323332709364
48.94020368331843,68.89075683456679,35.66082499260835,-33.59802194275896,57.714024402034184
113.07237190880721,54.804130007844904,44.8102733645092,-34.06496494277039,69.5270005904686
117.28872397719012,133.09534721011107,43.04606038030859,-28.627418211380302,67.19571405958223
85.15669959187116,155.45515211628378,57.22222210660193,-34.45457541497764,94.88610207205073
145.39509247975215,108.58299591398978,26.888044783330628,-35.78677629595427,0.27032138935026984
70.9126865080247,62.98205587065816,50.948929913004974,-31.561461255628465,64.7196653894036
100.91517034602892,77.85203210478213,52.34759806948063,-30.78833508081908,60.03922370976396
96.25632299948333,194.26730060888843,53.48271554300413,-18.716382513508954,58.87396099702882
130.65558428716915,166.28720640882824,41.040258965519556,-33.52350137928117,96.27703198402425
129.3871753980057,150.98265271878455,46.43117405395989,-25.283696375152527,1.6871673370039697
103.09894851393832,62.293396568336554,28.639086365262028,-26.26405832897684,69.64824307014501
107.56325039204347,136.14345753050978,42.60020174956709,-35.94472477601868,81.36786497018635
82.24428504739774,46.50465403255681,41.85707785974923,-26.133735112987,50.980719662158414
60.38407063552146,62.071090224062075,56.240750693921385,-35.919403200966585,33.396486959680914
93.04175701347695,59.34191485939626,32.65726352267131,-43.295861189983704,79.0840163227405
103.1269793820796,138.9779440142441,61.7179715256499,-26.968402378203095,9.724292563242464
124.60581361455442,155.1651268951463,72.41726816737054,-38.77945291718859,44.203563772992524
124.04759697568822,113.0077629300545,18.950224624797013,-27.745327690970427,51.99523745708382
92.25346365184096,113.24181942290815,56.39388096167151,-33.420054488686084,69.39564109345476
93.95394498849329,36.021685025776485,60.15362052545368,-21.70224601905064,9.088573203240946
79.02894069865815,-0.00771171473894583,40.438444616716566,-24.657453003419953,22.775950153786095
71.5996412564205,94.88740142344095,44.040922785068034,-32.266929019256935,41.030156269012565
65.87459618749975,74.70829144224379,48.00679133619567,-33.43918805514341,62.329467302013065
139.0155079046358,172.67217405991744,45.53313680897408,-36.0703870154706,88.69607812174175
89.80695636496694,216.11362943275589,45.36480546429317,-32.20461316146296,61.88261682413765
91.23851396777627,141.2959267782682,24.85994290505035,-31.401777475922547,13.346147093493443
74.94409279900148,26.564514850461073,67.28497347174681,-31.823467721958426,98.05801327872824
115.5498071166382,174.7516703857184,66.19427888055232,-29.21648072363818,87.17857347554929
67.72204304884097,-2.0210497082696435,37.79953611193696,-27.10739251135561,50.2720761145324
95.74519439572063,71.28121034054105,28.00363508296229,-28.25172771503413,92.2347981796633
82.09066877612649,78.47386369392103,57.81597314679138,-33.82071961953221,54.13807937571357
107.73804995718524,198.54521420460168,41.36318045280401,-37.188957369007895,92.33060678891631
89.78389724862254,50.311891680055226,52.129297449811695,-23.17734075948764,82.98973686033432
76.38735631755176,32.586113768624,45.210073742823575,-33.44724592274969,96.82864102942973
99.43635543322691,94.218371638679,60.3730812660528,-33.2614679996751,91.97828107781584
108.56663741060835,73.40228823341667,60.421237154840085,-32.605946561505554,3.603381742856948
101.33034444766336,161.04204831930824,39.11603932304624,-39.215347750783245,17.477200416093996
106.04943795479562,48.813068011534185,29.249540669074168,-32.38987002020243,38.913467710118574
87.31355812638073,26.4977195485923,26.25592403997377,-32.398279070039735,95.21426972954208
92.74517668025723,69.54071430880222,59.15569068660808,-26.898208508282437,30.002891947592957
86.55079104448097,60.15507115778881,32.167111133239565,-26.50771425446332,16.046764388760103
92.80893676918917,195.0741356214894,42.397754685519686,-29.981145554568652,88.630466608656
83.73707435911092,134.05637712617624,41.05528942324238,-25.34075812942848,44.63944154832029
65.47434795336646,70.11456374678158,49.21149055595681,-28.30017508099369,90.78755943543261
103.54852284507506,38.60044034707616,20.955802912302396,-30.078410558012774,16.023046632014328
91.96438127583477,136.71561902511678,52.83167895190743,-29.195359158508886,66.11175115080995
67.39603306067912,14.384619649032182,57.85836535751309,-30.953267467906997,44.02637528294918
109.25564511051549,27.382776981302072,51.326331305669925,-31.97424757016725,7.648676903028539
81.85403271233515,144.81961170700714,45.33670742452293,-31.338667684469833,69.64631446525006
101.03890791592278,117.8368663479398,51.46100249403175,-35.64005665735004,24.73987555391537
114.58181124355073,163.38732890393413,55.98569518460195,-28.59779147341852,3.9615522579517726
102.57965821514821,119.47222382112834,8.411108653600245,-34.965618054647905,5.994429824957326
122.78801369086601,168.20003612170865,79.33868462376041,-25.791843679631818,6.107853706678734
75.30348359292695,40.79912714801917,55.8513998403189,-31.247292900804744,90.77329574850394
108.04683282355099,53.23196220897436,40.2138712641947,-29.752525091749547,73.9883917829101
86.30379818119374,122.42830765011996,44.13569937218598,-27.53081611859522,89.80623572137351
82.58405701636237,40.003344815148786,57.406126660237824,-26.78342767468536,67.25823112965213
88.4230067047117,51.876868483951064,48.2584409144845,-37.853117043167266,52.89399290308832
93.76894935745254,69.62572667103336,19.539732983277585,-31.034518380819858,30.444636434737827
101.12330684459491,102.04970227292291,80.96739292038978,-25.599105439596087,99.79622513286735
76.69700318433287,57.93532588789822,48.34189014151291,-38.49052909716127,36.21890589393894
118.01652973908375,45.14411118792876,65.302590675737,-28.063597623024684,47.06489492139095
109.3132487946092,75.20147344446599,39.61925228323413,-41.27782114701095,37.824517492346175
69.27512627445552,-48.5652407934391,73.04565581368696,-35.11253421817802,97.95269293354586
129.765043875912,162.90231078035293,54.295155333384194,-29.80684724079906,17.465838539500577
137.91778352061166,53.00872777345404,59.13265751713176,-38.28357551160977,32.798800090807966
123.57559142319302,65.04327443348514,34.32119950779568,-34.92755368842075,68.03486660150016
96.40150328375299,99.16625248458463,68.16717934524051,-37.35917503731793,6.320761833863065
78.58494756978915,39.388108761049544,60.34727246802183,-21.759325338962203,60.7249374011541
121.08903453862274,202.86880809517976,69.52769344347497,-29.17886122256333,47.76465028764161
91.9364610605364,23.415044845193634,40.57868660537632,-27.163548610736655,28.39999767621011
124.44890140764855,138.60259748315525,42.78459322308819,-31.11337550257577,23.8413280924058
104.1654995615372,102.08351019547993,84.55875046525912,-31.767158743785995,51.45127432987567
119.53278072967426,57.62382534939079,34.09976265917679,-38.082370943255164,36.792758053704134
107.12732794348804,134.860990951671,47.960754489825185,-31.459186813739315,45.65198912626553
114.13146336383896,105.03950780905981,67.05337043904044,-33.80746105905811,33.747738176423994
100.21000041441641,141.11489962874077,51.46587451572283,-25.710380378538318,97.04936935959776
135.7174098781167,179.36313003819447,58.74430519629941,-24.294490666712132,13.343943174560401
102.5382418540724,217.18974716594897,44.008264561056876,-22.667106422129113,9.68039531783742
108.03978726889403,178.8757685890228,55.55083831771278,-25.73724030269384,34.339172879091606
